review_content,simplified_review
想必大家應該都是去小區買1送1買的因為我也是哈哈哈哈哈，我實在是耳根子軟欸而且我對防曬根本無法抗拒，儘管我當下根本沒要買防曬果然是很小很可愛的一罐擠壓上有點不方便....外觀很像大顆的橡皮擦!!!!因為最近1028真是紅透了所以就真給她買了～使用上(很白)可是不到會泛白，因為過一段時間就會被吸收防曬效果我是不知道怎樣因為南部的太陽實在是..覺得防曬都沒用了欸反正就是用用，不黏膩很乾爽，現在防曬訴求都是這樣吧就一般，可是如果單罐350，這價格是偏高了買一送一是沒差，普通，但貴了點！,因為我也是哈哈哈哈哈，效果我是不知道怎樣因為南部的太陽實在是覺得防曬都沒用了欸反正就是用用，不黏膩很乾爽，現在防曬訴求都是這樣吧就一般，可是如果單罐350，這價格是偏高了買一送一是沒差，普通，但貴了點！
這瓶說實在我覺得普通偏上~ 本人黃肌有些暗沉涂上去根本來的膚色會有落差(白剛剛好提亮膚色這時候在拍上蜜粉或粉餅就會很自然~還有剛擦完會有光澤~是還蠻保濕的 應該有幫助持妝整體來說不錯但容量不大 以這個價格來說有點貴如果有特價就會再回購,膚色會有落差(白剛剛好提亮膚色這時候在拍上蜜粉或粉餅就會很自然~還有剛擦完會有光澤~是還蠻保濕的 應該有幫助持妝整體來說不錯但容量不大 以這個價格來說有點貴如果有特價就會再回購
本人不太會選購產品當初純粹看到小屈買1送1就入手了首先他號稱雙重美白防曬擦完以後臉上稍稍白了一個色階卻沒有我想要的透亮自然的光澤然後這罐沒有遮瑕的功效仍然清楚的看見痘疤.小瑕疵等問題另外我對於擦完臉就會美白的傳明酸成分感到懷疑自己試用以後感覺是化學物質沉積在皮膚上面而不是說塗抹化妝品皮膚就會變白這罐防曬乳 我不會想要回購因為同樣價格的商品我寧可購買其他好用的開架式產品!,透亮自然的光澤然後這罐沒有遮瑕的功效仍然清楚的看見痘疤.小瑕疵等問題另外我對於擦完臉就會美白的傳明酸成分感到懷疑自己試用以後感覺是化學物質沉積在皮膚上面而不是說塗抹化妝品皮膚就會變白這罐防曬乳 我不會想要回購因為同樣價格的商品我寧可購買其他好用的開架式產品!
"偶然的機會看到1028,便一直想買來試試,最近剛好沒有了防曬乳,於是火速訂購期待之商品,第一次使用有些難推,而T字部位會脫皮,可能保濕不夠,但臉頰剛好呈現白皙.清爽,整體感不錯!還會繼續使用.","機會看到1028,便一直想買來試試,最近剛好沒有了防曬乳,於是火速訂購期待之商品,第一次使用有些難推,而T字部位會脫皮,可能保濕不夠,但臉頰剛好呈現白皙.清爽,整體感不錯!還會繼續使用."
購買於屈臣氏 使用前不管有無擦保養品在我的臉上是都會起白削........所以不常使用尤其是趕時間時這支沒有太多修飾的效果而且疑似讓我掌粉刺!!!!!!!!!!不過是滿好推開是屬於比較有粘性有光澤的產品所以應該用輕拍的會比較快吸收用量滿省的有時候只是上一兩堂課就會只擦這支以後可能就不會回購了!,臉上是都會起白削所以不常使用尤其是趕時間時這支沒有太多修飾的效果而且疑似讓我掌粉刺不過是滿好推開是屬於比較有粘性有光澤的產品所以應該用輕拍的會比較快吸收用量滿省的有時候只是上一兩堂課就會只擦這支以後可能就不會回購了!
"他是乳白色的,擦上去不會算死白的那種可以算是薄透,可以跟其他手邊隔離乳一起搭喔!!看個人需求,像我就把他跟另依罐綠色的混,因為我買那瓶綠色擦起來有點死白,所以就跟他中和一下,意外的好用捏!!防曬也比那瓶綠色專櫃的還要來的多也有淡淡的香味,不錯的隔離乳",",擦上去不會算死白的那種可以算是薄透,可以跟其他手邊隔離乳一起搭喔看個人需求,像我就把他跟另依罐綠色的混,因為我買那瓶綠色擦起來有點死白,所以就跟他中和一下,意外的好用捏防曬也比那瓶綠色專櫃的還要來的多也有淡淡的香味,不錯的隔離乳"
質地上因為不是立可白式的防曬所以是乳液狀不是水狀的，保濕度很不錯，剛開始會有一點小黏，吸收後就好了，不過如果是油性肌的話，可能就比較不適合，我是混合肌就覺得質地不錯，很合用擦在臉上是屬於偏透明的感覺，修飾度比較低，要再加一層粉底比較夠防曬係數SPF30也不會過低，整體來說還不錯,防曬所以是乳液狀不是水狀的
因為我是混和肌 抹太多會有點油所以大都上薄薄一層兩頰比較乾 有斑的的地方會用多一點不過我用起來有時候會起屑 本來以為是妝前保養造成但後來只擦化妝水 依然會有點起屑可能要用點拍的 雖然是白色的 但抹上去是透明一層修飾度對我好像還好 有比較亮而以暗沉毛孔還是遮不住~不過他也只是隔離而已就不用要求那麼多了 不過比起之前用他牌隔離霜 常常用起來會很悶 很厚 很乾或是太白這款比較透氣自然 不會整個很泛白也不會很油 整體上算是不錯!,的地方會用多一點不過我用起來有時候會起屑 本來以為是妝前保養造成但後來只擦化妝水 依然會有點起屑可能要用點拍的 雖然是白色的 但抹上去是透明一層修飾度對我好像還好 有比較亮而以暗沉毛孔還是遮不住~不過他也只是隔離而已就不用要求那麼多了 不過比起之前用他牌隔離霜 常常用起來會很悶 很厚 很乾或是太白這款比較透氣自然 不會整個很泛白也不會很油 整體上算是不錯!
沒有凝膠選擇 大家可以來參考Heme透水感防曬凝膠以無酒精、無香精、無色素的天然成分，讓敏感肌也能安心使用，並以水潤質地加上多重養護成分，使用後不但能防曬還能保養，全膚質都能完美防禦。??迷思一、擦防曬不用卸妝？??不一定！若沒有特殊功效的防曬不需特別卸妝，但是如果是有添加油脂、矽靈的防水、耐汗型或是長效持妝、控油潤色的防曬，就需要使用洗卸產品來清潔臉部。??迷思二、防曬係數越高越好？??錯誤！在挑選防曬時除了看SPF和PA，也應該選擇可以防禦UVB/UVA/長波UVA的寬頻防曬產品，且需擦上足夠的防曬產品才能有效為肌膚防曬。,天然成分，使用，並以水潤質地加上多重養護成分，使用後不但能防曬還能保養，全膚質都能完美防禦。
這款蜜粉餅不太紅，urcosme上也沒幾篇心得文，在親戚手中獲得這塊蜜粉餅，來跟大家分享一下我使用的心得~?首先是外包裝，是會沾指紋、易刮傷的亮面塑膠?再來是內部，總共分兩層，打開後第一層是粉撲，粉撲本人不算非常細緻柔軟，但也不差，是堪用的那種，只是我個人偏好使用刷具上蜜粉，所以粉撲本人至今還是全新的這邊偷偷murmur一下粉盒的設計，粉撲那層沒有任何固定卡榫或是緩衝設計，所以中間那層會啪啪地倒來倒去@@?第二層是蜜粉，這塊蜜粉很特別，分兩個部分上面比較小的是帶明顯亮片的打亮，下面是蜜粉餅本人官方指南是說上面是提亮下面是遮瑕遮瑕的功能個人是感受不出來，因為他對我來說太白了，沒有辦法用粉撲沾，用刷具上還是覺得他白，還是其實是一白遮三醜的意思（？）接下來是手臂試色真的就是亮粉亮粉亮粉和白白白白白上臉之後就是滿白的個人不太喜歡會改變膚色的蜜粉，覺得打亮跟蜜粉應該要分開，一起很難沾@@而且它爆炸會飛粉，讓有點強迫症的我很受不了?總結來說是塊不會再回購的蜜粉餅ㄜ?會不會繼續用都是個謎了XD,這款蜜粉餅不太紅，urcosme上也沒幾篇心得文，在親戚手中獲得這塊蜜粉餅，來跟大家分享一下我使用的心得~?首先是外包裝，是會沾指紋、易刮傷的亮面塑膠?再來是內部，總共分兩層，打開後第一層是粉撲，粉撲本人不算非常細緻柔軟，但也不差，是堪用的那種，只是我個人偏好使用刷具上蜜粉，所以粉撲本人至今還是全新的這邊偷偷murmur一下粉盒的設計，粉撲那層沒有任何固定卡榫或是緩衝設計，所以中間那層會啪啪地倒來倒去@@?第二層是蜜粉，這塊蜜粉很特別，分兩個部分上面比較小的是帶明顯亮片的打亮，下面是蜜粉餅本人官方指南是說上面是提亮下面是遮瑕遮瑕的功能個人是感受不出來，因為他對我來說太白了，沒有辦法用粉撲沾，用刷具上還是覺得他白，還是其實是一白遮三醜的意思（？）接下來是手臂試色真的就是亮粉亮粉亮粉和白白白白白上臉之後就是滿白的個人不太喜歡會改變膚色的蜜粉，覺得打亮跟蜜粉應該要分開，一起很難沾@@而且它爆炸會飛粉，讓有點強迫症的我很受不了?總結來說是塊不會再回購的蜜粉餅ㄜ?會不會繼續用都是個謎了XD
最近一直找不到適合補妝的蜜粉餅之前觀望這個但覺得有點太貴剛好最近奇摩有折扣就下標了剛剛拆開用就覺得很不錯比起最近使用的各式蜜粉餅和粉餅還不卡粉試在出門一整天外油內乾的冬日油肌上不卡粉也不會脫皮打亮格也不錯雖然亮片有點大顆但還不致於顯毛孔總之是cp質高的好用蜜粉餅啊！,蜜粉餅之前觀望這個但覺得有點太貴剛好最近奇摩有折扣就下標了剛剛拆開用就覺得很不錯比起最近使用的各式蜜粉餅和粉餅還不卡粉試在出門一整天外油內乾的冬日油肌上不卡粉也不會脫皮打亮格也不錯雖然亮片有點大顆但還不致於顯毛孔總之是cp質高的好用蜜粉餅啊！
其實我對這款蜜粉餅好奇很久了，只是每次逛藥妝店都沒有開試用品讓人試用，所以就不敢下手，昨天去寶雅逛逛被我發現架上有試用品立馬試用起來，它有一小區塊是有亮粉的噢！雖然不是說很細的亮粉但它不顯毛孔有種會折射光的光透感，我一開始試擦覺得有點太白，重複推勻就會很輕透且不死白噢！但一塊450$真的有點小貴啦…,噢！雖然不是說很細的亮粉但它不顯毛孔有種會折射光的光透感
heme cc蜜粉餅有防曬作用，擦起來很舒爽而且他有約四分之一是打亮的蜜粉，適合打在T字部位喔但是千萬不要擦太多，會太死白，只需塗一層就足夠了喔可以趁她特價的時候買 ^^,heme cc蜜粉餅有防曬作用，擦起來很舒爽而且他有約四分之一是打亮的蜜粉，適合打在T字部位喔但是千萬不要擦太多，會太死白，只需塗一層就足夠了喔可以趁她特價的時候買 ^^
因為外型設計可愛簡單，顧不得現在已是混合偏乾肌還是購入了這款主打控油蜜粉餅。可愛的雲朵型粉撲，有點偏象牙白的顏色，沒有香味。用手指沾了很多才能看到粉，粉質算細的，蠻服貼的，稍微有點光澤的霧光妝效，可能是因為現在是混合偏乾肌，所以塗起來偏乾，臉頰一直有種乾繃的感覺，有提亮膚色的效果，T字部位大概在三個小時就有油光了，我覺得控油效果還好，整體表現還可以。,雲朵型粉撲，效果，T字部位大概在三個小時就有油光了，我覺得控油效果還好，整體表現還可以。
當時買是因為覺得很可愛的雲朵蜜粉，才買來用看看，但是覺得偏乾，我大多拿來噗在身上的關節容易流汗的部位，而且還有防曬係數，覺得自己很會利用！,當時買是因為覺得很可愛的雲朵蜜粉，才買來用看看，但是覺得偏乾，我大多拿來噗在身上的關節容易流汗的部位，而且還有防曬係數，覺得自己很會利用！
當初第一眼看到時覺得好可愛啊> <小巧可愛、粉撲還是一小雲朵造型價錢又很可愛，加上當初在尋找有防曬係數的蜜粉餅馬上就買下來了(連那張透明隔紙也有小雲朵是不是很可愛 >< )一開始使用的時候覺得還不錯用降低了彩妝的黏膩感皮膚也稍微看起來白了點但久了觀察下來...... TT剛擦上去的時候一切看起來都挺完美的過了一個早上就會開始斑駁、暗沉，且在我的鼻會有乾乾脫屑的狀況出現(越補越乾)而且粉撲挺薄的...後來我的旁邊還有爆開一些... > < (我都很溫柔使用呀)有次想說拿粉撲去清洗，結果粉撲感覺快掛了..上面那層柔軟白白的部分幾乎掉光了從此打入冷宮.........有閒錢想買來收藏的朋友倒是可考慮畢竟小巧可愛、價錢也不會太貴~~~ 哈,蜜粉餅馬上就買下來了一開始使用的時候覺得還不錯用降低了彩妝的黏膩感皮膚也稍微看起來白了點但久了觀察下來 TT剛擦上去的時候一切看起來都挺完美的過了一個早上就會開始斑駁、暗沉
本身是混合T字出油，額頭會出油到瀏海都變有點條碼(；??`A所以決定找一下有沒有好用的蜜粉！！原本是想找評價很高的innisfree蜜粉的，但是誤打誤撞看到這款的試用，覺得包裝很可愛粉撲也很可愛價格又便宜就試看看了這款控油覺得還行大概早上7:00上在額頭和鼻子10:00左右會進冷氣房到中午出油狀況還好但沒有補妝到下午還是會出油最重要的是！！！我用這款會長痘痘所以就送給朋友了下次想試試innisfree的蜜粉,蜜粉！！原本是想找評價很高的innisfree蜜粉的
一開始是被包裝所吸引的好可愛的一朵雲啊~裡頭的粉撲造型也是喔！粉體真的很細居然有防曬係數30帶出去補妝也很方便粉餅小小一個裝在包包裡不負擔以上~,好可愛的一朵雲啊~裡頭的粉撲造型也是喔！粉體真的很細居然有防曬係數30帶出去補妝也很方便粉餅小小一個裝在包包裡不負擔以上~
heme的蜜粉餅粉質非常的細，上在臉上後會呈現微霧的妝感，但是持久度沒有非常好，大概3-4小時就出油，不補妝的話臉會因為出油而暗沉，雖然便宜，但是之後不會再回購了。,heme的蜜粉餅粉質非常的細，上在臉上後會呈現微霧的妝感，但是持久度沒有非常好，大概3-4小時就出油，不補妝的話臉會因為出油而暗沉，雖然便宜，但是之後不會再回購了。
絨布收納套很好摸，不會容易沾灰塵、毛屑官網介紹，訂製獨特礦物粉體，打造細膩絲絨妝感礦物粉體細緻輕盈，鋪上後勻亮膚色，針對瑕疵泛紅等問題可局部疊加，此次特別針對遮瑕力與持妝力改版升級，上妝後呈現柔霧光感，出油肌膚自然轉換為霧光奶油肌，精選米白色調二色，不論明亮肌或自然肌都能輕鬆挑選，薄擦展現輕透裸肌，層疊創造細緻絲絨好膚質。防曬－防曬係數SPF20 ★★，上妝同時也能兼具防曬，避免紫外線造成肌膚傷害。潤飾－獨特礦物粉體有效均勻膚色、修飾痘疤及泛紅等瑕疵問題。控油－精選控油配方能延緩出油及霧化毛孔，打造細緻絲絨感的完美妝容。限定柔嫩粉色粉盒，內附特柔粉撲、方鏡及訂製粉嫩絨布袋，質感輕巧補妝攜帶方便。搭配使用：heme 清透水感防曬凝膠 SPF50★★★★—》heme 絲霧柔光粉餅 SPF20#02Beigeheme 清透水感防曬凝膠 SPF50★★★★，這款我很喜歡，清爽不粘膩推薦！heme 絲霧柔光粉餅 SPF20#02Beige使用感受，7g，特價購入的產品，純粹是因為沒用過才購買試試，色號是02#Beige，另外還有一個色號是01#Ivory。粉質細，薄透，無負擔自然妝感，但是要多次擦才比較感覺有擦到，可能是因為太無存在感了。設計是甜美粉，還有絨毛套，自帶鏡子、粉撲，整套使用下來一致且精美。粉底色號我通常都是購買02#Beige，但這款是偏暗，擦上臉感覺低了一個色階???，建議自然偏白肌膚的朋友，可以直接購買另一個色號#01Ivory，會比較合適吧。價格很划算，當作對新產品的嘗試也不錯?但色號感覺設計的不好。比起粉餅，我個人更喜歡防曬係數高但是清爽不粘膩的防曬凝膠！！勉強用完，還是很難取粉，就敲出來，在另一個盒子上用刷具刷在脖子上，因為色號真的黑，不想用在臉上了,完美妝容，使用：heme 清透水感防曬凝膠 SPF50★★★★—》heme 絲霧柔光粉餅 SPF20#02Beigeheme 清透水感防曬凝膠 SPF50★★★★，這款我很喜歡，清爽不粘膩推薦！heme 絲霧柔光粉餅 SPF20#02Beige使用感受，7g，特價購入的產品，純粹是因為沒用過才購買試試，色號是02#Beige，另外還有一個色號是01#Ivory。
小屈挖到寶??heme絲霧柔光粉餅特價$90！！效期到2026還很新鮮非即期品～架上只剩最後一塊Ivory白皙色號手背試用粉質細緻還可以霧面裸粉色的外殼是我的菜阿！雖然粉餅不是我常用的底妝 但還是乖乖掏出荷包君帶回家??粉餅附了一個絨布套看很多網友說沒必要但是多了絨布套可以保護外殼不被壓壞像我有些化妝品好好的躺在化妝包沒帶出門用一陣子也是盒蓋分離？粉餅的粉質還算細緻附贈的粉撲感覺偏薄不適合我使用重點是我不愛粉感所以偏好刷具上妝妝感是偏清透 低遮瑕也不太有粉感所以我把它當成是蜜粉餅定妝使用適合中性、混合肌整天下來眼下會有一點點乾紋有戴口罩的關係最後會噴定妝噴霧持妝口罩上也不會被粉底蹭的亂七八糟～,外殼是我的菜阿！雖然粉餅不是我常用的底妝 但還是乖乖掏出荷包君帶回家粉餅附了一個絨布套看很多網友說沒必要但是多了絨布套可以保護外殼不被壓壞像我有些化妝品好好的躺在化妝包沒帶出門用一陣子也是盒蓋分離？粉餅的粉質還算細緻附贈的粉撲感覺偏薄不適合我使用重點是我不愛粉感所以偏好刷具上妝妝感是偏清透 低遮瑕也不太有粉感所以我把它當成是蜜粉餅定妝使用適合中性、混合肌整天下來眼下會有一點點乾紋有戴口罩的關係最後會噴定妝噴霧持妝口罩上也不會被粉底蹭的亂七八糟～
對皮膚長痘痘或較敏感的人，想要化妝最好使用粉餅，粉餅對肌膚的負擔較輕，因為粉底液是液態，會需要較多化學物質去融合色料和其他液態成分，而粉餅是乾的，相對的不太需要化學物質去中和，也較不易變質，所以像我如果長痘痘或是運動的時候，就會使用粉餅上妝，現在更是因為疫情，有戴口罩上妝就偏向粉餅，較不易悶痘。台灣彩妝品牌- Heme之前出的【柔焦無瑕粉餅?】被很多網友和 youtuber 評為是專櫃品牌粉餅的平價替代品，後來 Heme 又出另一款【絲霧柔光粉餅】?，讓我很好奇這兩款的持妝力和遮瑕力的差別，於是決定實測這兩款粉餅 ，來個pk對比。【Heme 柔焦無瑕粉餅 V.S 絲霧柔光粉餅 SPF20 ★★?】色號都是01色號皆有附粉撲，粉撲品質還ok，但因為我常用刷子上粉餅，ˊ這樣較不易結塊，所以粉撲不知被我丟到哪XD圖4有兩者色號差別:?柔焦無瑕粉餅偏黃調； 絲霧柔光粉餅偏粉調(照片盡量調到實際顏色)圖2和3 實測開始素顏和膚質:?混合偏乾，T字容易出油，膚色白，有痘痘、痘疤、毛孔和黑眼圈(黑眼圈因為過深，只用粉餅遮不了，所以有用遮瑕膏遮)完妝: 左邊柔焦無瑕粉餅:? 微霧妝感，粉質略粗，遮瑕8成，接近9成，紅腫痘痘疤可遮得蠻好，但略有粉感；右邊絲霧柔光粉餅:? 微霧妝感，粉質較細，粉較服貼，遮瑕度7成，也是遮得不錯。上妝3小時: 粉都變得較服貼，鼻頭兩頰t字都有出油，黑盒的出油量稍多，但還在可忍受範圍，兩者都開始暗沉。上妝6小時: 兩者都出明顯，尤其鼻頭兩頰t字，鼻翼卡粉，下巴很完美沒浮，兩者都暗沉暗一個色階。總結:◆ 粉質: 黑盒粉盒；控油: 黑盒粉盒，兩者都可以疊加，讓遮瑕度變更好，不過不要堆疊太多，大概兩三層就可以了， 我是因為要測試，疊加較多，顯得有些地方結塊。◆ 兩者都會暗沉，建議選比自己的膚色白一個色號，?然後我有試過戴口罩，不太耐磨，還有試過運動，不會脫妝，蠻耐汗，但出油後暗沉明顯。,人，使用粉餅，粉餅對肌膚的負擔較輕，因為粉底液是液態，會需要較多化學物質去融合色料和其他液態成分，而粉餅是乾的，相對的不太需要化學物質去中和，也較不易變質，所以像我如果長痘痘或是運動的時候，就會使用粉餅上妝，現在更是因為疫情，有戴口罩上妝就偏向粉餅，較不易悶痘。
粉餅色號選擇很少，只有2個色號。我想白肌或健康膚色的朋友應該是找不到合適色號。這次外殼很有質感，是走霧面裸粉色的簡約風，還附了絨布套以免粉盒弄髒很是貼心。它的粉撲有點太薄，彈性還可以但算是堪用，比媚xx的粉撲好多了。粉質非常細緻，這點超乎我對開架粉餅的意料。先上半臉比較一下。01號色和我原膚色幾乎一樣，它的遮瑕是中偏低的，但可達到均勻膚色。粉體輕薄，不會顯得有厚粉感。完妝後不太顯乾，乾燥肌膚使用也很Ok。整體妝容是很自然的，有偽素顏感。雖然遮瑕力不高，但會讓皮膚看起來像是自然的好膚質，而不像化妝遮瑕來的。喜歡輕薄妝感的朋友真的可以參考看看，尤其是乾燥肌膚的人這款粉餅真的挺適合。只是要求遮瑕度的朋友就要另外再用遮瑕產品了，這款粉餅真的無法達到無瑕這要求。,朋友應該是找不到合適色號，使用也很Ok。
本身是油肌，不容易找到很控油的粉餅類產品，只訴求按壓油光後還能保持妝面完整。Heme這款粉餅真的輕透至極，如果是希望有一點遮瑕力或是妝面的感覺不建議購買。除了輕透，持妝力也不佳，出油後吸掉油光，粉也一起掉，大概四小時就跟素顏一樣了。試著以粉底後的定妝產品使用，柔焦及抓膚力也不佳。整體來說，出油或想要有妝感的，都不建議。,粉餅類產品，使用，柔焦及抓膚力也不佳。
先來說說包裝的部分，我終於了解為什麼要附一個套子，因為他的盒子本體的logo印刷真的很爛，我放在包包幾天，不知不覺自己就掉漆，heme阿，包裝要加油欸!不過說到內容物的部分，只有兩個色號我覺得很可惜，因為我覺得這款粉餅真的很好用，他的粉質很細，上妝也很容易，是真的好用。總之我給他的分數是85分，會不會回購，我覺得要看他的盒子有沒有改善，不然這個印刷我真的覺得不行!,先來說說包裝的部分，我終於了解為什麼要附一個套子，因為他的盒子本體的logo印刷真的很爛，我放在包包幾天，不知不覺自己就掉漆，heme阿，包裝要加油欸!不過說到內容物的部分，只有兩個色號我覺得很可惜，因為我覺得這款粉餅真的很好用，他的粉質很細，上妝也很容易，是真的好用。總之我給他的分數是85分，會不會回購，我覺得要看他的盒子有沒有改善，不然這個印刷我真的覺得不行!
Heme一推出新品的時候我就非常興奮的跑去買了這塊回來試試可是結果……我並沒有很喜歡而且！！！！我只推薦這款給臉上沒什麼瑕疵的人做底妝使用 不然就乖乖當定妝使用就好??我拿的色號是01 ivory粉質算是蠻細膩的但是粉撲真的一點彈性都沒有??反而有點摩擦肌膚而且非常致命的一點是用了這塊粉撲你的妝會變得十分難看我本身膚質超級大油肌最近才剛從萬惡的爛痘臉恢復臉上還有數不完的紅痘疤也有許多的色素沉澱型痘疤但是目前臉還算光滑（實測當天有幾顆比較明顯的痘痘）首先它一點都不無暇遮暇度勉強算5成好了照片上可能還是看不太出來但實際上我的泛紅跟紅痘疤並沒有修飾到很好更不用提立體的痘痘或是疤痕了妝感非常的霧面我本身是很油的大油肌連冬天都一樣爆油的那種3小時真的極限一定要吸油（5-6小時根本和淋過雨一樣??）吸完油後遮暇大概掉一些 建議補妝不要用它的粉撲（爆炸可怕補完妝後會變回原本很霧的妝感（這張是用它的粉撲補妝 超厚重又不好看隔幾天後我不死心決定當成定妝產品使用而且是拿刷子輕掃當我再次使用刷子當定妝產品使用後完全認為這塊當定妝比當底妝來得好??反而讓妝感變好?優點：??粉質細膩??色調符合大多台灣女生??整體設計輕巧好攜帶/?缺點：??粉撲可以直接丟掉??遮暇度不高??不控油（適合中性or乾性肌）/總歸一句：80分的定妝產品20分的底妝產品,時候我就非常興奮的跑去買了這塊回來試試可是結果……我並沒有很喜歡而且！！！！我只推薦這款給臉上沒什麼瑕疵的人做底妝使用 不然就乖乖當定妝使用就好我拿的色號是01 ivory粉質算是蠻細膩的但是粉撲真的一點彈性都沒有反而有點摩擦肌膚而且非常致命的一點是用了這塊粉撲你的妝會變得十分難看我本身膚質超級大油肌最近才剛從萬惡的爛痘臉恢復臉上還有數不完的紅痘疤也有許多的色素沉澱型痘疤但是目前臉還算光滑（實測當天有幾顆比較明顯的痘痘）首先它一點都不無暇遮暇度勉強算5成好了照片上可能還是看不太出來但實際上我的泛紅跟紅痘疤並沒有修飾到很好更不用提立體的痘痘或是疤痕了妝感非常的霧面我本身是很油的大油肌連冬天都一樣爆油的那種3小時真的極限一定要吸油（5-6小時根本和淋過雨一樣）吸完油後遮暇大概掉一些 建議補妝不要用它的粉撲（爆炸可怕補完妝後會變回原本很霧的妝感（這張是用它的粉撲補妝 超厚重又不好看隔幾天後我不死心決定當成定妝產品使用而且是拿刷子輕掃當我再次使用刷子當定妝產品使用後完全認為這塊當定妝比當底妝來得好反而讓妝感變好?優點：粉質細膩色調符合大多台灣女生整體設計輕巧好攜帶/?缺點：粉撲可以直接丟掉遮暇度不高不控油（適合中性or乾性肌）/總歸一句：80分的定妝產品20分的底妝產品
對皮膚長痘痘或較敏感的人，想要化妝最好使用粉餅，粉餅對肌膚的負擔較輕，因為粉底液是液態，會需要較多化學物質去融合色料和其他液態成分，而粉餅是乾的，相對的不太需要化學物質去中和，也較不易變質，所以像我如果長痘痘或是運動的時候，就會使用粉餅上妝，現在更是因為疫情，有戴口罩上妝就偏向粉餅，較不易悶痘。台灣彩妝品牌- Heme之前出的【柔焦無瑕粉餅 】被很多網友和 youtuber 評為是專櫃品牌粉餅的平價替代品，後來 Heme 又出另一款【絲霧柔光粉餅】 ，讓我很好奇這兩款的持妝力和遮瑕力的差別，於是決定實測這兩款粉餅 ，來個pk對比。【Heme 柔焦無瑕粉餅 V.S 絲霧柔光粉餅 SPF20 ★★ 】色號都是01色號皆有附粉撲，粉撲品質還ok，但因為我常用刷子上粉餅，ˊ這樣較不易結塊，所以粉撲不知被我丟到哪XD圖4有兩者色號差別: 柔焦無瑕粉餅偏黃調； 絲霧柔光粉餅偏粉調(照片盡量調到實際顏色)圖2和3 實測開始素顏和膚質: 混合偏乾，T字容易出油，膚色白，有痘痘、痘疤、毛孔和黑眼圈(黑眼圈因為過深，只用粉餅遮不了，所以有用遮瑕膏遮)完妝: 左邊柔焦無瑕粉餅:  微霧妝感，粉質略粗，遮瑕8成，接近9成，紅腫痘痘疤可遮得蠻好，但略有粉感；右邊絲霧柔光粉餅:  微霧妝感，粉質較細，粉較服貼，遮瑕度7成，也是遮得不錯。上妝3小時: 粉都變得較服貼，鼻頭兩頰t字都有出油，黑盒的出油量稍多，但還在可忍受範圍，兩者都開始暗沉。上妝6小時: 兩者都出明顯，尤其鼻頭兩頰t字，鼻翼卡粉，下巴很完美沒浮，兩者都暗沉暗一個色階。總結:◆ 粉質: 黑盒粉盒；控油: 黑盒粉盒，兩者都可以疊加，讓遮瑕度變更好，不過不要堆疊太多，大概兩三層就可以了， 我是因為要測試，疊加較多，顯得有些地方結塊。◆ 兩者都會暗沉，建議選比自己的膚色白一個色號， 然後我有試過戴口罩，不太耐磨，還有試過運動，不會脫妝，蠻耐汗，但出油後暗沉明顯。,人，使用粉餅，粉餅對肌膚的負擔較輕，因為粉底液是液態，會需要較多化學物質去融合色料和其他液態成分，而粉餅是乾的，相對的不太需要化學物質去中和，也較不易變質，所以像我如果長痘痘或是運動的時候，就會使用粉餅上妝，現在更是因為疫情，有戴口罩上妝就偏向粉餅，較不易悶痘。
柔焦無瑕粉餅SPF20++，是霧面膜砂盒子，有點容易沾指紋，還有一個絨布袋子，鏡子也夠大外出補妝方便、質感不錯，沒有特別的香氣，單上遮瑕力滿弱，日常均勻膚色ok，我比較常拿來補妝跟定妝，粉質細膩貼膚，附的粉撲不好用，推薦用刷子上裝妝感會比較輕透,柔焦無瑕粉餅SPF20++，是霧面膜砂盒子，有點容易沾指紋，還有一個絨布袋子，鏡子也夠大外出補妝方便、質感不錯，沒有特別的香氣，單上遮瑕力滿弱，日常均勻膚色ok，我比較常拿來補妝跟定妝，粉質細膩貼膚，附的粉撲不好用，推薦用刷子上裝妝感會比較輕透
昨天在中山站逛街，看到買一送一又是優惠價格，直接給他買下去。我是覺得質感還不錯啦，還附贈絨布袋子。我膚質屬於偏乾，沒有甚麼疤痕，有些毛孔與膚色不均勻。還有萬年黑眼圈。我使用色號02，非常適合我。沒有香氣，正和我意。單擦比較沒有遮瑕力，我都搭配粉底或是防曬。粉質很細膩，而且蠻貼膚。我用不會過敏或是導致粉刺。個人覺得非常優秀。,使用色號02，非常適合我。
